uid,method,smiles,warhead_atom_name
P6-POSENOISE_s03_0104,P6-POSENOISE_s03,C=CC(=O)N1CC2=C(C1)C(C(=O)Nc1cn(C(C)C)cn1)=CC=CC=C2,C28
P6-POSENOISE_s03_0105,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=N)Nc3cn(C(C)C)cn3)c2C1,C27
P6-POSENOISE_s03_0106,P6-POSENOISE_s03,C=CC(=O)N1Cc2c(CO)cccc2C(=O)Nc2ncn(C(C)C)c2C1,C29
P6-POSENOISE_s03_0107,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](O)[C@@H](F)CN4)cn3)c2C1,C30
P6-POSENOISE_s03_0108,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)Nc3cn(Cl)nn3)c2C1,C21
P6-POSENOISE_s03_0109,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(=O)C4CC4)cn3)cc2C1,C26
P6-POSENOISE_s03_0110,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(C)cc(C(=O)Nc3cn(C(=O)C(C)(C)C)cn3)c2C1,C32
P6-POSENOISE_s03_0111,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)c(C)n3)c2C1,C24
P6-POSENOISE_s03_0112,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Nc3ccn(C(C)=O)c3)c2C1,C22
P6-POSENOISE_s03_0113,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C4CC=CC4)c3)c2C1,C26
P6-POSENOISE_s03_0114,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(F)(F)F)c(C)n3)c2C1,C28
P6-POSENOISE_s03_0115,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(F)cc(C(=O)Nc3ncn(C)c3C(C)C)c2C1,C28
P6-POSENOISE_s03_0116,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4cccc(C)c4)cn3)c2C1,C28
P6-POSENOISE_s03_0117,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC(CC)CC4)cn3)c2C1,C34
P6-POSENOISE_s03_0118,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nc(C)co3)c2C1,C22
P6-POSENOISE_s03_0119,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(C)=O)cn3)c2C1,C28
P6-POSENOISE_s03_0120,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncn3C)c2C1,C22
P6-POSENOISE_s03_0121,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(N)n3)c2C1,C22
P6-POSENOISE_s03_0122,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)C(F)(F)F)cn3)c2C1,C28
P6-POSENOISE_s03_0123,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC(=O)NC(C)C4)cn3)c2C1,C31
P6-POSENOISE_s03_0124,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(=O)CC)CC4)cn3)c2C1,C35
P6-POSENOISE_s03_0125,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(c3cccc4c3C(=O)NCC4)C(C)C)c2C1,C32
P6-POSENOISE_s03_0126,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCCCCC4C)cn3)c2C1,C34
P6-POSENOISE_s03_0127,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Cc3ccc(C(=O)NC(C)C)cc3)c2C1C,C31
P6-POSENOISE_s03_0128,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(-n3cncc3C(=O)N(C)c3cc(C)cc(C)c3)c2C1,C30
P6-POSENOISE_s03_0129,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)c3cn(C(C)C)cn3)c2C1,C26
P6-POSENOISE_s03_0130,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H]4CC[C@H](C(C)(F)F)[C@H]4C)cn3)cc2C1,C34
P6-POSENOISE_s03_0131,P6-POSENOISE_s03,C=CC(=O)N(c1ccccc1)c1cccc(CN2CC(=O)N(CCC(C)=O)C2)c1,C32
P6-POSENOISE_s03_0132,P6-POSENOISE_s03,C=CC(=O)N1C(=O)c2c(Nc3cn(C)cn3)cccc2C1C,C22
P6-POSENOISE_s03_0133,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Nc3cn(C(=O)c4ccccc4)nn3)c2C1,C24
P6-POSENOISE_s03_0134,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4cn(C(=O)CC)cn4)cn3)c2C1,C31
P6-POSENOISE_s03_0135,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C)c2C1c1cn(C(=O)c2ccc(OC)cn2)cn1,C28
P6-POSENOISE_s03_0136,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)C)cn3)c2C1,C27
P6-POSENOISE_s03_0137,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)CC)cn3)c2C1,C28
P6-POSENOISE_s03_0138,P6-POSENOISE_s03,C=CC(=O)Nc1ncn(Cc2ccccc2F)c1C,C19
P6-POSENOISE_s03_0139,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccccc2C(=O)N1Cc1cccc(C(=O)N(C)c2ncn(C)c2C(C)C)c1,C37
P6-POSENOISE_s03_0140,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(N3Cc4nn(C(C)C)cc4NC3=O)c2C1,C27
P6-POSENOISE_s03_0141,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)n(C(C)C)c3)c2C1,C28
P6-POSENOISE_s03_0142,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(C)C4)nn3)c2C1,C28
P6-POSENOISE_s03_0143,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(Cc3cn(C(C)=O)cn3)c2C1,C23
P6-POSENOISE_s03_0144,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H]4O)cn3)c2C1,C25
P6-POSENOISE_s03_0145,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(F)F)cn3)c2C1,C24
P6-POSENOISE_s03_0146,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C)c2C1=O,C16
P6-POSENOISE_s03_0147,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC(CCC)CC4)cn3)c2C1,C36
P6-POSENOISE_s03_0148,P6-POSENOISE_s03,C=CC(=O)Nc1cccc(C(=O)N2Cc3cccc(C)c3C2C)n1,C25
P6-POSENOISE_s03_0149,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCCCC4)cn3)c2C1,C30
P6-POSENOISE_s03_0150,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)CF)n3)c2C1,C26
P6-POSENOISE_s03_0151,P6-POSENOISE_s03,C=CC(=O)N1Cc2c(C)ccc(C(=O)Nc3cn(C(C)C)cn3)c2C1,C28
P6-POSENOISE_s03_0152,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C)c2C(=O)Nc2ncn(CC)c2C1,C26
P6-POSENOISE_s03_0153,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C)cc2C1Nc1cn(C(C)C)cn1,C26
P6-POSENOISE_s03_0154,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CC)cn3)c2C1,C28
P6-POSENOISE_s03_0155,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)no3)c2C1,C26
P6-POSENOISE_s03_0156,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N3Cc4cccc(C)c4C3)c2C1Nc1cn(SC)cn1,C32
P6-POSENOISE_s03_0157,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nccn3Cc3cccc(F)c3)c2C1,C26
P6-POSENOISE_s03_0158,P6-POSENOISE_s03,C=CC(=O)N1CCc2c(cccc2C(=O)Nc2cn(CC)cn2)C1,C26
P6-POSENOISE_s03_0159,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3c[nH]c(CC)n3)c2C1,C24
P6-POSENOISE_s03_0160,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncc(C(C)(C)C)n3C)c2C1,C30
P6-POSENOISE_s03_0161,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCCNC4)cn3)c2C1,C29
P6-POSENOISE_s03_0162,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(F)(F)F)cn3)c2C1,C23
P6-POSENOISE_s03_0163,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C[n+]3ccn(C(=O)C(C)(C)C)c3C)c2C1,C31
P6-POSENOISE_s03_0164,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)nn3-c3ccc(C)cc3)c2C1,C28
P6-POSENOISE_s03_0165,P6-POSENOISE_s03,C=CC(=O)N1CC2=C(C1)NC(=O)C(C(=O)Nc1cnn([C@H]3C[C@H](N(C)C)C3)c1)=CC=C2,C34
P6-POSENOISE_s03_0166,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4ccccc4)cn3)c2C1,C26
P6-POSENOISE_s03_0167,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CC(C)N[C@H](C)C4)cn3)c2C1,C33
P6-POSENOISE_s03_0168,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C)c2C1,C16
P6-POSENOISE_s03_0169,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(C)C)n3)c2C1,C26
P6-POSENOISE_s03_0170,P6-POSENOISE_s03,C=CC(=O)Nc1cccc(C(=O)Nc2cn(C(C)C)cn2)c1,C24
P6-POSENOISE_s03_0171,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)cn3)c2CN(C)C1=O,C27
P6-POSENOISE_s03_0172,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnn(C(C)C)c3)cc2C1C,C28
P6-POSENOISE_s03_0173,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccccc2C1Cc1cn(C(C)C)cn1,C25
P6-POSENOISE_s03_0174,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(c(=Nc3cn(C)c(C)n3)c2C)C1,C25
P6-POSENOISE_s03_0175,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)c3cnn(C(C)C)c3)c2C1,C26
P6-POSENOISE_s03_0176,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C)=O)c3)c2C1,C24
P6-POSENOISE_s03_0177,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(=O)n(C)c(C)n3)c2C1,C25
P6-POSENOISE_s03_0178,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(C)Cc3cccc(Nc4cn(C)nc4C(C)C)c3)c2C1,C37
P6-POSENOISE_s03_0179,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](C(=O)O)C4)cn3)c2C1,C29
P6-POSENOISE_s03_0180,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C(=O)N(C)C)c3)c2C1,C28
P6-POSENOISE_s03_0181,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)(C)C)cccc4n(c3)[C@H]4CC(C)=O)c2C1,C38
P6-POSENOISE_s03_0182,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)N(C)C)cn3)c2C1,C27
P6-POSENOISE_s03_0183,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(=O)N4CC(F)(F)C4)c3)c2C1,C27
P6-POSENOISE_s03_0184,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4C[C@H](O)[C@@H](O)C4)cn3)c2C1,C30
P6-POSENOISE_s03_0185,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(F)(F)F)nn3C)c2C1,C24
P6-POSENOISE_s03_0186,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nccnc3C(F)(F)F)c2C1,C23
P6-POSENOISE_s03_0187,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4CC[C@H](C)CC4)cn3)c2C1,C32
P6-POSENOISE_s03_0188,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2C1C,C28
P6-POSENOISE_s03_0189,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCNC4)cn3)c2C1,C27
P6-POSENOISE_s03_0190,P6-POSENOISE_s03,C=CC(=O)N(C(=O)Cc1ccccc1)c1cn(CC)cc1C,C25
P6-POSENOISE_s03_0191,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](CO)CC(C)C)cn3)c2C1,C33
P6-POSENOISE_s03_0192,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3nn(C)cc3C)c2C1,C24
P6-POSENOISE_s03_0193,P6-POSENOISE_s03,C=CC(=O)NCc1cccc(C(=O)Nc2cn(C(C)=O)cn2)c1,C24
P6-POSENOISE_s03_0194,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C)c3C(F)(F)F)c2C1,C24
P6-POSENOISE_s03_0195,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC3=CN(C)C(=O)C(F)(Cl)C3)c2C1,C24
P6-POSENOISE_s03_0196,P6-POSENOISE_s03,C=CC(=O)N1CC(=O)c2c(cccc2C(=O)Nc2c[nH]cn2)C1,C22
P6-POSENOISE_s03_0197,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)C)cn3)c2C1,C30
P6-POSENOISE_s03_0198,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H]4CC[C@H](C(=O)O)N4C)cn3)cc2C1,C32
P6-POSENOISE_s03_0199,P6-POSENOISE_s03,C=CC(=O)N1Cc2c(CC(=O)c3ccccc3)ccc(C(=O)Nc3ncc(Br)cn3)c2C1,C29
P6-POSENOISE_s03_0200,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(O)cc2C1,C15
P6-POSENOISE_s03_0201,P6-POSENOISE_s03,C=CC(=O)N(Cc1cccc(F)c1)c1cccc(C(=O)NC2=NC(C)N(c3ccccc3)C=C2)c1,C33
P6-POSENOISE_s03_0202,P6-POSENOISE_s03,C=CC(=O)N1CC(=O)C(c2cccc(C(=O)Nc3cn(C)nc3C)c2)C1,C28
P6-POSENOISE_s03_0203,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(c2)C(=O)N1c1cn(C(C)C)cn1,C24
P6-POSENOISE_s03_0204,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CN(C(C)=O)C4)cn3)c2C1,C29
P6-POSENOISE_s03_0205,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)nn3CC)c2C1,C30
P6-POSENOISE_s03_0206,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccccc2C(=O)Nc2cn(C)nc2[C@H]1c1cn(C)cn1,C27
P6-POSENOISE_s03_0207,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)(C)C)cn3)c2C1,C30
P6-POSENOISE_s03_0208,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H]5C=C[C@H](CO)C[C@H]54)cn3)c2C1,C33
P6-POSENOISE_s03_0209,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(F)CF)cn3)c2C1,C24
P6-POSENOISE_s03_0210,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)n4cnc(N(C)C)n4)cn3)c2C1,C32
P6-POSENOISE_s03_0211,P6-POSENOISE_s03,C=CC(=O)N1CCc2cccc(C(=O)Nc3ccn(C)c3)c2C1,C24
P6-POSENOISE_s03_0212,P6-POSENOISE_s03,C=CC(=O)N(CCc1c(F)cccc1F)Cc1cccc(C(=O)NC(C)C)n1,C31
P6-POSENOISE_s03_0213,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)Cc4nnc(N)s4)cn3)c2C1,C30
P6-POSENOISE_s03_0214,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CO)cn3)c2C1,C27
P6-POSENOISE_s03_0215,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(C(=O)Nc3cncn3C)cc(C)c2C1,C24
P6-POSENOISE_s03_0216,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)C)cn3)c2C1,C28
P6-POSENOISE_s03_0217,P6-POSENOISE_s03,C=CC(=O)Nn1cnc(NC(=O)[C@H]2CC=CN2Cc2cccc(C(=O)N(C)CC(C)C)c2)c1,C38
P6-POSENOISE_s03_0218,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(NC(=O)c3cn(C)cn3)c2C1,C22
P6-POSENOISE_s03_0219,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)Nc4cc(C(C)C)n(C(C)C)n4)ccn3)c2C1,C39
P6-POSENOISE_s03_0220,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(N)=O)c2C1,C17
P6-POSENOISE_s03_0221,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC(C)C4)cn3)c2C1,C30
P6-POSENOISE_s03_0222,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](F)CN4)cn3)c2C1,C27
P6-POSENOISE_s03_0223,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccn3)c2C1=O,C21
P6-POSENOISE_s03_0224,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(-c3cnc(N)c(C)c3)cc2C1,C21
P6-POSENOISE_s03_0225,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CN(Cc5cnn(C)n5)C4)cn3)c2C1,C32
P6-POSENOISE_s03_0226,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)O)cn3)c2C1,C25
P6-POSENOISE_s03_0227,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H](C)C(C)C)cn3)c2C1,C30
P6-POSENOISE_s03_0228,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCOCC4)cn3)c2C1,C29
P6-POSENOISE_s03_0229,P6-POSENOISE_s03,C=CC(=O)N1Cc2cc(C)cc(C(=O)Nc3cn(C(=O)OC)cn3)c2C1,C27
P6-POSENOISE_s03_0230,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)(C)C)cn3)c2C1,C29
P6-POSENOISE_s03_0231,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(CN(C(=O)C(=C)O)c3cccn3-c3ccn(C(C)C)c3)c2C1,C34
P6-POSENOISE_s03_0232,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)C(C)(C)c3cn(C(C)C)cn3)c2C1,C31
P6-POSENOISE_s03_0233,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CN[C@@H](CC)C4)cn3)c2C1,C31
P6-POSENOISE_s03_0234,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H]([C@@H](C)O)C4)cn3)c2C1,C31
P6-POSENOISE_s03_0235,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(CC(C)C)c3C)c2C1,C30
P6-POSENOISE_s03_0236,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4ccncc4F)cn3)c2C1,C26
P6-POSENOISE_s03_0237,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)NC3=CN([C@H]4C[C@H](C(C)O)C=N4)[C@@H](C)C3)cc2C1,C36
P6-POSENOISE_s03_0238,P6-POSENOISE_s03,C=CC(=O)N(C)c1cccc(C(=O)N2Cc3cc(CO)ccc32)c1,C24
P6-POSENOISE_s03_0239,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(NC(=O)CC(=O)OC)n[nH]3)c2C1,C30
P6-POSENOISE_s03_0240,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(NC(=O)c3cn(C(=O)N4CCCC4)cn3)cc2C1,C29
P6-POSENOISE_s03_0241,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=N)Nn3cnc(C(C)C(F)F)c3C)c2C1,C29
P6-POSENOISE_s03_0242,P6-POSENOISE_s03,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(CC(C)C)cn3)cc2C1,C28
P6-POSENOISE_s03_0243,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C)cn3)c2C1,C23
P6-POSENOISE_s03_0244,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)NNc3cn(C(C)=O)cn3)c2C1,C25
P6-POSENOISE_s03_0245,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(F)(F)C4)cn3)c2C1,C26
P6-POSENOISE_s03_0246,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N(C)c3cn(C(C)C)cn3)c2C1,C28
P6-POSENOISE_s03_0247,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4(C)CC4)cn3)c2C1,C26
P6-POSENOISE_s03_0248,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(CN(C)C(=O)c3cccc(C(=O)Cn4cc(C(C)C)nn4)c3)c2C1,C38
P6-POSENOISE_s03_0249,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)N3CCN(C(C)=O)CC3=O)c2C1,C28
P6-POSENOISE_s03_0250,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nn3cnc(C(C)C)c3)c2C1,C26
P6-POSENOISE_s03_0251,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncnc(C)n3)c2C1,C23
P6-POSENOISE_s03_0252,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(=O)N4CCN(C)CC4)cn3)c2C1,C34
P6-POSENOISE_s03_0253,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C)c3)c2C1,C22
P6-POSENOISE_s03_0254,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4ccccc4F)cn3)c2C1,C26
P6-POSENOISE_s03_0255,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CN(C(=O)C(F)F)C4)cn3)c2C1,C29
P6-POSENOISE_s03_0256,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(=O)N(C)CC)n3)c2C1,C29
P6-POSENOISE_s03_0257,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C(=O)O)c4ccccc4)cn3)c2C1,C29
P6-POSENOISE_s03_0258,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)N4CC[C@@H](F)C4)cn3)c2C1,C29
P6-POSENOISE_s03_0259,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)nc(NC(=O)C4CC4)c3)c2C1,C30
P6-POSENOISE_s03_0260,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C4CC(F)(F)C4)c3)c2C1,C26
P6-POSENOISE_s03_0261,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4COC4)cn3)c2C1,C25
P6-POSENOISE_s03_0262,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)c(C)n3)c2C1,C28
P6-POSENOISE_s03_0263,P6-POSENOISE_s03,C=CC(=O)N1CCc2cccc(C(=O)Nc3cn([C@H](C)CO)cn3)c2C1,C29
P6-POSENOISE_s03_0264,P6-POSENOISE_s03,C=CC(=O)N1C(=O)c2cccc(C(=O)Nc3cn(C(C)C(C)(C)C)cn3)c2C1C,C34
P6-POSENOISE_s03_0265,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(F)(F)F)cn3)c2C1,C24
P6-POSENOISE_s03_0266,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(C)C)c3C)c2C1,C28
P6-POSENOISE_s03_0267,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C)c2CN1Cc1cccc(-c2cn(C)nc2C)c(=O)c1,C31
P6-POSENOISE_s03_0268,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2N1,C25
P6-POSENOISE_s03_0269,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(N)=O)cn3)c2C1,C23
P6-POSENOISE_s03_0270,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)Nc4cnc5ccccc5c4)cn3)c2C1,C29
P6-POSENOISE_s03_0271,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(Oc4cnc(C(C)C)cn4)ccc3C)c2C1,C34
P6-POSENOISE_s03_0272,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H](C)C(=O)OC)cn3)c2C1,C29
P6-POSENOISE_s03_0273,P6-POSENOISE_s03,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(CC(=O)Nc4ccc(C(C)C)c(CC)c4)cn3)c2C1,C40
